Posted On,BHK,Rent,Size,Bathroom,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Level,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2022-06-07,1,14000,640.0,1,False,False,6,7.0,False,True,False,False,False,False,True,True,False
2022-06-20,1,60000,650.0,1,False,True,4,7.0,False,True,False,False,False,False,True,False,False
2022-06-20,2,160000,800.0,2,False,True,14,14.0,True,False,False,False,False,False,True,True,False
2022-07-07,4,300000,1600.0,5,True,False,43,78.0,True,False,False,False,False,False,True,True,False
2022-06-08,1,22000,460.0,1,False,True,2,8.0,False,True,False,False,False,False,True,True,False
2022-07-07,4,130000,1650.0,4,True,False,13,18.0,True,False,False,False,False,False,True,True,False
2022-06-02,1,33000,480.0,2,True,False,2,4.0,True,False,False,False,False,False,True,False,False
2022-05-27,1,32000,500.0,2,False,False,1,4.0,True,False,False,False,False,False,True,False,False
2022-07-08,1,30000,490.0,2,True,False,2,4.0,True,False,False,False,False,False,True,False,False
2022-06-12,1,49000,620.0,1,False,False,2,3.0,False,True,False,False,False,False,True,True,False
2022-05-10,2,28000,518.0,2,True,False,5,12.0,True,False,False,False,False,False,True,True,False
2022-05-13,2,33500,700.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,85000,777.0,2,True,False,18,24.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,35000,650.0,2,False,True,6,7.0,True,False,False,False,False,False,True,False,True
2022-06-21,3,270000,1800.0,4,True,False,3,7.0,True,False,False,False,False,False,True,True,False
2022-07-04,5,400000,2308.0,5,False,False,17,31.0,True,False,False,False,False,False,True,False,True
2022-07-09,1,21000,425.0,2,False,True,11,21.0,True,False,False,False,False,False,True,True,False
2022-05-25,2,150000,890.0,2,False,True,7,19.0,True,False,False,False,False,False,True,False,False
2022-06-05,1,22000,270.0,1,False,True,14,23.0,False,True,False,False,False,False,True,True,False
2022-07-01,2,100000,850.0,2,True,False,4,7.0,True,False,False,False,False,False,True,False,False
2022-07-09,2,60000,888.0,2,True,False,9,20.0,True,False,False,False,False,False,True,True,False
2022-06-02,2,8000,650.0,2,True,False,-2,9.0,True,False,False,False,False,False,True,False,True
2022-06-27,1,20000,275.0,1,False,True,19,24.0,True,False,False,False,False,False,True,False,False
2022-06-14,2,20000,700.0,2,True,False,3,21.0,True,False,False,False,False,False,True,False,True
2022-06-20,1,25000,375.0,1,False,True,1,22.0,False,True,False,False,False,False,True,True,False
2022-05-14,1,14000,424.0,1,True,False,3,7.0,False,True,False,False,False,False,True,True,False
2022-06-04,1,19411,400.0,2,False,False,8,8.0,False,True,False,False,False,False,True,True,False
2022-06-11,1,23000,450.0,1,False,False,6,12.0,True,False,False,False,False,False,True,True,False
2022-07-09,4,190000,2079.0,5,True,False,4,58.0,True,False,False,False,False,False,True,True,False
2022-06-13,2,32000,586.0,1,True,False,0,4.0,False,True,False,False,False,False,True,True,False
2022-05-04,2,68000,610.0,2,False,False,1,5.0,True,False,False,False,False,False,True,True,False
2022-05-22,1,30000,488.0,2,True,False,-2,16.0,True,False,False,False,False,False,True,True,False
2022-05-31,3,110000,1200.0,3,True,False,60,66.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,44000,722.0,2,True,False,34,48.0,True,False,False,False,False,False,True,True,False
2022-05-25,1,20000,450.0,1,False,True,5,8.0,True,False,False,False,False,False,True,True,False
2022-06-12,1,25000,500.0,2,True,False,2,8.0,False,True,False,False,False,False,True,True,False
2022-07-09,2,40000,680.0,2,False,False,5,14.0,True,False,False,False,False,False,True,False,False
2022-07-09,2,43000,1150.0,2,False,True,14,40.0,True,False,False,False,False,False,True,True,False
2022-06-22,2,44000,830.0,2,False,False,2,2.0,True,False,False,False,False,False,True,False,False
2022-05-23,1,75000,550.0,1,False,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-05-14,1,32000,470.0,2,True,False,6,7.0,True,False,False,False,False,False,True,False,True
2022-07-07,1,16000,410.0,2,True,False,9,22.0,True,False,False,False,False,False,True,False,True
2022-07-07,2,65000,710.0,2,True,False,11,14.0,True,False,False,False,False,False,True,True,False
2022-05-27,2,45000,750.0,2,True,False,12,18.0,True,False,False,False,False,False,True,True,False
2022-06-12,2,57000,800.0,2,False,True,6,7.0,True,False,False,False,False,False,True,True,False
2022-07-01,1,27000,435.0,2,False,True,3,7.0,True,False,False,False,False,False,True,True,False
2022-05-30,1,57000,500.0,1,True,False,26,44.0,True,False,False,False,False,False,True,True,False
2022-06-20,2,55000,800.0,2,False,False,1,8.0,True,False,False,False,False,False,True,True,False
2022-06-15,1,40000,540.0,2,True,False,2,4.0,True,False,False,False,False,False,True,False,True
2022-07-07,2,95000,1050.0,2,False,True,25,42.0,True,False,False,False,False,False,True,True,False
2022-06-30,2,85000,700.0,2,True,False,25,41.0,True,False,False,False,False,False,True,True,False
2022-06-25,4,300000,1600.0,4,True,False,53,78.0,True,False,False,False,False,False,True,True,False
2022-06-29,2,80000,600.0,1,False,False,2,5.0,True,False,False,False,False,False,True,True,False
2022-06-23,1,13000,300.0,2,False,True,0,7.0,False,True,False,False,False,False,True,True,False
2022-05-15,1,28000,550.0,2,False,True,3,4.0,True,False,False,False,False,False,True,False,False
2022-07-06,3,89000,932.0,3,True,False,14,20.0,True,False,False,False,False,False,True,True,False
2022-05-27,1,28000,450.0,2,False,True,13,20.0,True,False,False,False,False,False,True,True,False
2022-05-16,2,13000,600.0,2,False,True,2,4.0,True,False,False,False,False,False,True,True,False
2022-07-04,1,24000,424.0,2,False,True,16,23.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,38000,560.0,2,False,False,0,3.0,True,False,False,False,False,False,True,False,False
2022-06-04,1,32000,450.0,2,False,True,10,18.0,True,False,False,False,False,False,True,False,False
2022-05-14,4,350000,3000.0,5,True,False,39,60.0,True,False,False,False,False,False,True,True,False
2022-06-06,1,40000,600.0,2,False,False,3,7.0,True,False,False,False,False,False,True,False,True
2022-05-27,3,150000,1400.0,3,False,False,16,21.0,True,False,False,False,False,False,True,False,False
2022-07-09,2,45000,630.0,2,False,True,10,32.0,True,False,False,False,False,False,True,False,False
2022-07-02,3,170000,1400.0,3,False,True,4,8.0,True,False,False,False,False,False,True,True,False
2022-05-31,1,30000,320.0,1,False,False,12,24.0,False,True,False,False,False,False,True,False,True
2022-06-24,2,210000,1000.0,2,False,True,4,8.0,True,False,False,False,False,False,True,False,False
2022-07-06,3,75000,1150.0,3,False,True,32,41.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,47000,751.0,2,True,False,3,30.0,True,False,False,False,False,False,True,False,True
2022-06-20,2,14000,570.0,2,False,False,4,7.0,True,False,False,False,False,False,True,False,True
2022-07-06,2,55000,696.0,2,True,False,13,21.0,True,False,False,False,False,False,True,True,False
2022-07-09,4,120000,1600.0,4,False,True,9,29.0,True,False,False,False,False,False,True,False,True
2022-07-06,3,300000,2500.0,3,True,False,47,89.0,True,False,False,False,False,False,True,False,False
2022-07-06,3,70000,1150.0,3,False,True,7,41.0,True,False,False,False,False,False,True,True,False
2022-06-03,3,150000,1500.0,4,True,False,7,10.0,True,False,False,False,False,False,True,True,False
2022-06-16,3,62000,950.0,3,False,False,6,7.0,True,False,False,False,False,False,True,True,False
2022-05-18,2,42000,750.0,2,False,True,11,21.0,True,False,False,False,False,False,True,False,False
2022-05-23,2,130000,715.0,2,False,False,5,10.0,True,False,False,False,False,False,True,True,False
2022-05-14,3,170000,1337.0,3,False,False,28,30.0,True,False,False,False,False,False,True,True,False
2022-06-27,3,20000,737.0,3,True,False,13,15.0,True,False,False,False,False,False,True,False,False
2022-05-18,2,41000,750.0,2,False,True,6,21.0,True,False,False,False,False,False,True,False,False
2022-06-03,2,65000,760.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-06-17,2,50000,750.0,2,True,False,8,16.0,True,False,False,False,False,False,True,True,False
2022-07-01,2,85000,650.0,2,True,False,2,6.0,True,False,False,False,False,False,True,False,False
2022-05-31,2,50000,1000.0,2,True,False,4,7.0,False,True,False,False,False,False,True,True,False
2022-04-28,1,30000,570.0,1,False,True,0,3.0,True,False,False,False,False,False,True,True,False
2022-07-04,2,120000,900.0,2,True,False,5,19.0,True,False,False,False,False,False,True,False,True
2022-07-09,2,60000,760.0,2,False,True,3,11.0,True,False,False,False,False,False,True,False,True
2022-07-09,3,110000,1500.0,4,False,True,17,42.0,True,False,False,False,False,False,True,True,False
2022-07-04,3,84500,1150.0,3,False,True,10,12.0,True,False,False,False,False,False,True,False,True
2022-06-20,3,80000,1100.0,3,True,False,8,28.0,True,False,False,False,False,False,True,False,True
2022-05-18,3,50000,1000.0,3,False,False,9,15.0,True,False,False,False,False,False,True,True,False
2022-06-13,2,40000,720.0,2,False,True,14,22.0,True,False,False,False,False,False,True,False,False
2022-07-09,1,34000,365.0,1,False,False,18,40.0,True,False,False,False,False,False,True,False,True
2022-07-09,4,220000,2000.0,4,False,False,9,17.0,True,False,False,False,False,False,True,True,False
2022-07-07,1,25000,400.0,1,False,True,2,13.0,True,False,False,False,False,False,True,True,False
2022-05-17,3,150000,1330.0,4,True,False,12,45.0,True,False,False,False,False,False,True,True,False
2022-06-04,3,85000,850.0,3,True,False,25,35.0,True,False,False,False,False,False,True,False,True
2022-06-25,4,180000,2000.0,5,False,False,4,14.0,True,False,False,False,False,False,True,True,False
2022-05-14,2,40000,700.0,2,True,False,2,6.0,True,False,False,False,False,False,True,True,False
2022-05-28,2,50000,900.0,2,True,False,7,15.0,True,False,False,False,False,False,True,False,False
2022-07-09,2,38000,650.0,2,False,False,10,16.0,True,False,False,False,False,False,True,False,True
2022-06-04,4,310000,2600.0,4,False,True,-2,20.0,True,False,False,False,False,False,True,False,True
2022-06-30,2,50000,680.0,2,False,True,5,14.0,True,False,False,False,False,False,True,True,False
2022-07-06,3,65000,950.0,3,True,False,-2,9.0,True,False,False,False,False,False,True,True,False
2022-05-18,4,210000,1783.0,3,True,False,5,20.0,True,False,False,False,False,False,True,True,False
2022-05-18,3,150000,1330.0,3,False,True,-2,40.0,True,False,False,False,False,False,True,True,False
2022-06-10,1,32000,565.0,2,False,True,1,8.0,False,True,False,False,False,False,True,True,False
2022-05-26,1,26000,450.0,1,False,True,4,8.0,True,False,False,False,False,False,True,True,False
2022-06-08,2,60000,710.0,2,True,False,5,18.0,True,False,False,False,False,False,True,True,False
2022-07-09,3,190000,1514.0,4,True,False,34,58.0,True,False,False,False,False,False,True,True,False
2022-06-16,3,100000,1080.0,3,False,True,5,8.0,True,False,False,False,False,False,True,True,False
2022-05-14,2,35000,700.0,2,False,True,5,8.0,True,False,False,False,False,False,True,False,True
2022-06-17,3,68000,890.0,2,False,True,11,19.0,True,False,False,False,False,False,True,True,False
2022-07-08,3,150000,1250.0,3,True,False,5,8.0,True,False,False,False,False,False,True,True,False
2022-06-04,1,18000,300.0,1,True,False,4,6.0,False,True,False,False,False,False,True,True,False
2022-07-06,2,55000,720.0,2,False,True,5,7.0,True,False,False,False,False,False,True,True,False
2022-07-03,3,65000,825.0,3,False,False,20,22.0,True,False,False,False,False,False,True,False,True
2022-06-04,2,80000,500.0,2,False,False,1,5.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,53000,750.0,2,True,False,12,19.0,True,False,False,False,False,False,True,True,False
2022-06-17,2,80000,750.0,2,True,False,15,18.0,True,False,False,False,False,False,True,True,False
2022-06-30,1,18000,360.0,1,False,False,3,7.0,True,False,False,False,False,False,True,True,False
2022-06-23,4,250000,1545.0,5,True,False,65,78.0,True,False,False,False,False,False,True,False,True
2022-07-07,1,17500,400.0,1,False,True,4,4.0,True,False,False,False,False,False,True,True,False
2022-07-09,3,43000,750.0,2,False,True,6,16.0,True,False,False,False,False,False,True,False,True
2022-05-26,1,13500,432.0,2,False,True,5,8.0,True,False,False,False,False,False,True,False,True
2022-05-23,2,18000,780.0,2,False,True,17,22.0,True,False,False,False,False,False,True,False,True
2022-05-31,2,75000,695.0,1,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-07-07,1,18000,375.0,1,False,True,6,24.0,True,False,False,False,False,False,True,True,False
2022-06-08,3,160000,1095.0,3,True,False,40,75.0,True,False,False,False,False,False,True,True,False
2022-05-31,1,32000,475.0,2,True,False,4,4.0,True,False,False,False,False,False,True,False,True
2022-06-07,2,55000,790.0,2,False,True,9,15.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,47000,661.0,2,True,False,19,38.0,True,False,False,False,False,False,True,True,False
2022-06-21,2,35000,700.0,2,True,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-06-08,1,15000,420.0,1,True,False,6,7.0,True,False,False,False,False,False,True,False,True
2022-07-03,2,50000,750.0,2,False,True,5,7.0,True,False,False,False,False,False,True,True,False
2022-05-25,2,25500,950.0,3,True,False,0,4.0,False,True,False,False,False,False,True,True,False
2022-07-04,5,350000,1880.0,5,False,False,15,31.0,True,False,False,False,False,False,True,False,True
2022-06-09,3,55000,1350.0,3,False,False,11,28.0,True,False,False,False,False,False,True,True,False
2022-06-04,1,25000,330.0,1,True,False,4,6.0,False,True,False,False,False,False,True,False,True
2022-06-04,2,50000,750.0,2,False,True,8,16.0,True,False,False,False,False,False,True,True,False
2022-06-12,2,65000,925.0,3,False,False,10,22.0,True,False,False,False,False,False,True,True,False
2022-05-14,3,50000,1150.0,3,True,False,17,24.0,True,False,False,False,False,False,True,False,True
2022-06-17,3,65000,1105.0,3,False,True,15,19.0,True,False,False,False,False,False,True,True,False
2022-05-18,3,160000,1050.0,3,False,False,9,10.0,True,False,False,False,False,False,True,False,False
2022-06-27,1,25000,410.0,1,True,False,4,8.0,True,False,False,False,False,False,True,False,False
2022-06-30,1,32000,460.0,2,False,True,7,12.0,True,False,False,False,False,False,True,True,False
2022-05-22,1,21000,600.0,1,True,False,2,2.0,False,True,False,False,False,False,True,True,False
2022-06-05,1,20000,570.0,2,False,False,6,7.0,False,True,False,False,False,False,True,True,False
2022-07-05,2,55000,720.0,2,False,False,8,20.0,True,False,False,False,False,False,True,True,False
2022-05-11,1,32000,500.0,2,True,False,4,4.0,True,False,False,False,False,False,True,False,False
2022-05-18,4,150000,1460.0,4,True,False,11,13.0,True,False,False,False,False,False,True,True,False
2022-06-08,1,30000,415.0,2,False,True,5,8.0,True,False,False,False,False,False,True,False,False
2022-06-01,3,150000,1400.0,3,True,False,6,12.0,True,False,False,False,False,False,True,True,False
2022-06-16,1,27000,270.0,1,False,True,1,4.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,47000,585.0,2,True,False,7,8.0,True,False,False,False,False,False,True,True,False
2022-05-17,4,150000,1755.0,4,False,True,9,19.0,True,False,False,False,False,False,True,False,True
2022-05-14,1,27000,550.0,2,False,False,4,7.0,True,False,False,False,False,False,True,False,True
2022-07-09,3,160000,1300.0,4,True,False,37,51.0,True,False,False,False,False,False,True,True,False
2022-06-20,2,100000,1200.0,2,False,False,6,11.0,False,True,False,False,False,False,True,True,False
2022-07-06,2,45002,600.0,2,True,False,9,17.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,48000,700.0,2,True,False,8,15.0,True,False,False,False,False,False,True,True,False
2022-06-16,1,18000,385.0,1,False,True,11,20.0,True,False,False,False,False,False,True,True,False
2022-05-18,1,7500,500.0,1,True,False,2,2.0,True,False,False,False,False,False,True,False,False
2022-06-13,2,50000,850.0,2,True,False,10,23.0,True,False,False,False,False,False,True,True,False
2022-07-09,3,55000,900.0,2,True,False,-2,10.0,True,False,False,False,False,False,True,False,True
2022-07-07,1,26000,400.0,1,False,True,4,7.0,True,False,False,False,False,False,True,True,False
2022-06-29,2,17000,600.0,2,False,True,7,23.0,True,False,False,False,False,False,True,False,False
2022-05-14,2,40000,750.0,2,True,False,5,8.0,True,False,False,False,False,False,True,False,True
2022-06-27,2,43000,628.0,2,False,True,4,11.0,True,False,False,False,False,False,True,True,False
2022-07-09,3,140000,1330.0,4,False,True,17,43.0,True,False,False,False,False,False,True,False,False
2022-07-06,3,140000,1064.0,3,False,True,7,22.0,True,False,False,False,False,False,True,True,False
2022-05-23,3,120000,1200.0,3,False,False,14,18.0,True,False,False,False,False,False,True,False,True
2022-05-28,4,400000,2200.0,4,False,False,6,10.0,True,False,False,False,False,False,True,True,False
2022-07-07,2,21000,630.0,2,True,False,8,12.0,True,False,False,False,False,False,True,False,True
2022-06-30,2,40000,650.0,2,False,True,3,7.0,True,False,False,False,False,False,True,True,False
2022-05-31,2,40000,845.0,2,False,False,7,8.0,False,True,False,False,False,False,True,True,False
2022-07-09,3,230000,1915.0,3,True,False,3,18.0,False,True,False,False,False,False,True,True,False
2022-06-12,2,20000,900.0,2,True,False,7,7.0,False,True,False,False,False,False,True,True,False
2022-05-18,2,60000,807.0,2,False,True,14,58.0,True,False,False,False,False,False,True,False,False
2022-05-27,2,35000,1100.0,2,True,False,0,3.0,False,True,False,False,False,False,True,True,False
2022-06-08,3,300000,1600.0,5,True,False,18,23.0,False,True,False,False,False,False,True,True,False
2022-05-25,2,6500,790.0,2,False,True,3,7.0,False,True,False,False,False,False,True,True,False
2022-05-05,1,15000,380.0,1,False,True,19,19.0,True,False,False,False,False,False,True,True,False
2022-07-07,2,38000,650.0,2,False,True,4,10.0,True,False,False,False,False,False,True,False,True
2022-05-27,2,35000,800.0,2,True,False,9,20.0,True,False,False,False,False,False,True,False,True
2022-05-10,2,32000,830.0,2,True,False,13,14.0,False,True,False,False,False,False,True,True,False
2022-05-29,1,16000,410.0,1,False,True,0,4.0,True,False,False,False,False,False,True,False,False
2022-06-01,1,33000,428.0,2,True,False,7,11.0,True,False,False,False,False,False,True,True,False
2022-05-23,1,8500,550.0,1,True,False,3,5.0,False,True,False,False,False,False,True,True,False
2022-06-17,2,60000,630.0,2,False,True,11,22.0,True,False,False,False,False,False,True,False,False
2022-06-27,1,20000,550.0,2,False,True,5,7.0,False,True,False,False,False,False,True,False,False
2022-05-28,1,38000,450.0,2,False,True,4,8.0,True,False,False,False,False,False,True,True,False
2022-06-04,2,100000,750.0,2,False,True,-2,30.0,True,False,False,False,False,False,True,True,False
2022-06-25,2,65000,800.0,2,True,False,12,14.0,True,False,False,False,False,False,True,True,False
2022-07-01,3,80000,1050.0,3,False,False,16,31.0,True,False,False,False,False,False,True,False,True
2022-07-06,2,85000,850.0,2,False,False,1,8.0,True,False,False,False,False,False,True,False,False
2022-06-20,4,600000,2500.0,4,True,False,12,13.0,True,False,False,False,False,False,True,True,False
2022-06-23,3,150000,2000.0,3,False,False,6,7.0,True,False,False,False,False,False,True,True,False
2022-07-06,3,130000,1330.0,4,True,False,11,51.0,True,False,False,False,False,False,True,True,False
2022-06-10,3,55000,950.0,3,False,True,2,12.0,True,False,False,False,False,False,True,True,False
2022-06-16,1,23000,435.0,2,True,False,9,22.0,True,False,False,False,False,False,True,False,False
2022-06-04,3,95000,1300.0,4,True,False,8,16.0,True,False,False,False,False,False,True,False,False
2022-04-29,2,40000,650.0,2,False,True,0,4.0,False,True,False,False,False,False,True,True,False
2022-07-06,3,180000,1550.0,3,True,False,22,24.0,True,False,False,False,False,False,True,True,False
2022-07-04,1,25000,380.0,1,True,False,3,4.0,True,False,False,False,False,False,True,True,False
2022-05-31,4,140000,1454.0,4,False,True,7,14.0,True,False,False,False,False,False,True,True,False
2022-06-01,2,55000,860.0,2,True,False,9,20.0,True,False,False,False,False,False,True,False,True
2022-06-14,2,46000,680.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-07-04,1,22000,433.0,2,False,True,2,7.0,True,False,False,False,False,False,True,False,False
2022-06-27,2,55100,710.0,2,True,False,10,22.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,65000,700.0,2,False,False,5,7.0,True,False,False,False,False,False,True,False,False
2022-05-26,1,33000,550.0,1,False,True,0,4.0,True,False,False,False,False,False,True,True,False
2022-06-25,4,320000,2700.0,5,True,False,10,12.0,True,False,False,False,False,False,True,True,False
2022-05-10,1,33000,350.0,1,False,True,0,5.0,False,True,False,False,False,False,True,True,False
2022-05-10,1,25000,490.0,1,True,False,7,8.0,False,True,False,False,False,False,True,True,False
2022-07-09,3,300000,1225.0,3,False,False,5,13.0,True,False,False,False,False,False,True,True,False
2022-06-28,3,100000,1286.0,5,False,True,7,21.0,True,False,False,False,False,False,True,True,False
2022-05-14,1,33000,425.0,2,False,True,5,7.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,35000,550.0,2,True,False,7,7.0,True,False,False,False,False,False,True,False,False
2022-07-09,3,130000,1224.0,3,False,True,14,21.0,True,False,False,False,False,False,True,False,True
2022-07-09,3,80000,950.0,3,False,True,17,25.0,True,False,False,False,False,False,True,True,False
2022-06-04,1,10000,425.0,2,True,False,9,14.0,True,False,False,False,False,False,True,False,False
2022-06-03,3,92500,1000.0,3,False,False,6,7.0,True,False,False,False,False,False,True,True,False
2022-07-07,2,57000,710.0,2,True,False,15,18.0,True,False,False,False,False,False,True,True,False
2022-07-06,3,170000,1300.0,3,True,False,5,8.0,True,False,False,False,False,False,True,True,False
2022-05-13,1,29999,433.0,2,True,False,8,20.0,True,False,False,False,False,False,True,True,False
2022-05-14,2,42000,650.0,2,False,False,8,15.0,True,False,False,False,False,False,True,False,False
2022-07-09,3,330000,1650.0,4,False,False,8,27.0,True,False,False,False,False,False,True,False,False
2022-04-29,2,24000,600.0,1,True,False,1,5.0,False,True,False,False,False,False,True,True,False
2022-05-05,2,35000,850.0,2,True,False,3,6.0,False,True,False,False,False,False,True,False,True
2022-07-07,1,14000,305.0,1,False,True,6,24.0,True,False,False,False,False,False,True,False,False
2022-06-12,2,45000,490.0,2,False,False,2,3.0,True,False,False,False,False,False,True,True,False
2022-05-24,2,36000,690.0,2,True,False,4,8.0,True,False,False,False,False,False,True,False,False
2022-05-31,2,53500,635.0,2,False,True,17,20.0,True,False,False,False,False,False,True,True,False
2022-07-07,3,80000,1100.0,2,False,False,18,22.0,True,False,False,False,False,False,True,True,False
2022-06-27,1,7500,250.0,1,False,True,1,7.0,False,True,False,False,False,False,True,True,False
2022-06-23,3,140000,1200.0,3,False,False,9,30.0,True,False,False,False,False,False,True,True,False
2022-06-23,2,95000,750.0,2,False,True,2,7.0,True,False,False,False,False,False,True,False,False
2022-06-06,3,130000,1100.0,3,False,False,3,8.0,True,False,False,False,False,False,True,True,False
2022-06-01,2,45000,700.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-06-23,2,110000,1150.0,2,False,True,11,26.0,True,False,False,False,False,False,True,True,False
2022-06-28,3,120000,1379.0,3,False,True,17,27.0,True,False,False,False,False,False,True,True,False
2022-06-23,1,60000,500.0,1,False,False,9,10.0,True,False,False,False,False,False,True,True,False
2022-06-26,3,120000,1400.0,3,False,True,10,32.0,False,True,False,False,False,False,True,True,False
2022-06-30,1,40000,390.0,1,False,True,4,12.0,True,False,False,False,False,False,True,True,False
2022-06-04,2,50000,935.0,2,False,False,2,6.0,False,True,False,False,False,False,True,True,False
2022-05-27,2,36000,535.0,2,False,True,12,16.0,True,False,False,False,False,False,True,True,False
2022-06-10,3,150000,1250.0,3,True,False,6,12.0,True,False,False,False,False,False,True,True,False
2022-06-12,4,230000,3700.0,4,False,False,5,20.0,True,False,False,False,False,False,True,True,False
2022-06-28,1,25000,350.0,2,False,True,10,24.0,True,False,False,False,False,False,True,False,False
2022-05-27,3,190000,1350.0,4,True,False,65,76.0,True,False,False,False,False,False,True,False,True
2022-04-27,3,61000,1550.0,3,True,False,5,20.0,True,False,False,False,False,False,True,True,False
2022-06-27,3,70000,1100.0,3,False,False,7,10.0,True,False,False,False,False,False,True,True,False
2022-06-16,3,42000,950.0,3,False,True,5,7.0,True,False,False,False,False,False,True,True,False
2022-06-10,1,27000,400.0,1,False,True,1,7.0,True,False,False,False,False,False,True,True,False
2022-06-23,2,60000,700.0,2,False,False,3,4.0,True,False,False,False,False,False,True,False,False
2022-05-23,3,85000,850.0,2,False,False,3,4.0,False,True,False,False,False,False,True,True,False
2022-06-30,2,75000,900.0,2,False,False,7,9.0,True,False,False,False,False,False,True,True,False
2022-05-14,3,200000,1208.0,3,False,True,5,14.0,True,False,False,False,False,False,True,False,False
2022-07-09,3,170000,1150.0,3,True,False,8,12.0,True,False,False,False,False,False,True,True,False
2022-06-15,3,180000,1600.0,4,True,False,17,60.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,55000,700.0,2,False,False,10,11.0,True,False,False,False,False,False,True,True,False
2022-06-13,5,600000,3200.0,5,True,False,10,16.0,True,False,False,False,False,False,True,True,False
2022-05-23,1,18000,330.0,1,False,True,20,22.0,False,True,False,False,False,False,True,True,False
2022-06-04,1,19000,225.0,1,False,True,18,25.0,False,True,False,False,False,False,True,True,False
2022-06-23,3,150000,1050.0,3,False,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-05-19,1,18500,225.0,1,True,False,4,7.0,True,False,False,False,False,False,True,False,False
2022-07-07,1,35000,463.0,2,False,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-07-06,4,200000,1900.0,3,False,False,5,11.0,True,False,False,False,False,False,True,True,False
2022-05-27,2,150000,1500.0,4,False,False,15,17.0,False,True,False,False,False,False,True,True,False
2022-05-27,2,70000,1000.0,2,True,False,15,23.0,True,False,False,False,False,False,True,True,False
2022-06-27,1,35000,450.0,2,True,False,6,10.0,True,False,False,False,False,False,True,False,False
2022-06-20,2,45000,700.0,2,False,True,5,17.0,True,False,False,False,False,False,True,False,False
2022-06-23,1,30000,355.0,1,False,True,2,7.0,True,False,False,False,False,False,True,True,False
2022-06-23,3,50000,1325.0,3,False,False,3,28.0,True,False,False,False,False,False,True,True,False
2022-04-29,2,50000,950.0,2,False,False,4,8.0,False,True,False,False,False,False,True,True,False
2022-06-04,1,42000,600.0,1,True,False,5,24.0,False,True,False,False,False,False,True,True,False
2022-05-30,2,19500,905.0,2,True,False,16,32.0,True,False,False,False,False,False,True,True,False
2022-06-30,3,90000,1500.0,3,False,False,6,10.0,True,False,False,False,False,False,True,True,False
2022-06-30,1,60000,455.0,1,False,True,18,22.0,True,False,False,False,False,False,True,True,False
2022-06-20,2,55000,850.0,2,True,False,3,3.0,True,False,False,False,False,False,True,False,False
2022-06-26,3,40000,1100.0,2,False,True,21,22.0,False,True,False,False,False,False,True,False,True
2022-06-12,1,40000,430.0,2,False,True,4,8.0,True,False,False,False,False,False,True,True,False
2022-07-07,2,36000,650.0,2,True,False,10,12.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,45000,795.0,2,False,True,7,13.0,True,False,False,False,False,False,True,True,False
2022-05-20,2,100000,800.0,2,False,False,9,12.0,True,False,False,False,False,False,True,True,False
2022-06-23,1,42000,700.0,1,False,False,15,32.0,False,True,False,False,False,False,True,True,False
2022-07-03,1,45000,450.0,2,False,False,5,7.0,True,False,False,False,False,False,True,False,True
2022-06-12,2,40000,575.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-06-12,2,50000,650.0,3,False,False,0,3.0,True,False,False,False,False,False,True,False,False
2022-06-24,1,11000,200.0,1,False,False,4,4.0,False,True,False,False,False,False,True,True,False
2022-04-29,2,50000,1200.0,2,True,False,2,4.0,False,True,False,False,False,False,True,True,False
2022-05-14,1,34000,656.0,2,False,True,16,23.0,False,True,False,False,False,False,True,True,False
2022-07-09,3,93000,1600.0,3,True,False,18,27.0,True,False,False,False,False,False,True,False,True
2022-05-26,3,69999,950.0,3,False,True,7,12.0,True,False,False,False,False,False,True,False,True
2022-06-04,2,48000,719.0,2,True,False,14,20.0,True,False,False,False,False,False,True,False,True
