Posted On,BHK,Size,Bathroom,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Level,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2022-07-07,2,710.0,2,True,False,11,14.0,True,False,False,False,False,False,True,True,False
2022-06-29,3,10.0,3,False,False,1,1.0,True,False,False,False,True,False,False,True,False
2022-05-12,2,1100.0,2,False,True,0,2.0,False,True,False,False,True,False,False,True,False
2022-06-22,1,850.0,2,False,True,0,1.0,True,False,False,False,False,True,False,False,False
2022-06-22,2,1150.0,2,False,True,3,3.0,True,False,False,True,False,False,False,False,False
2022-06-17,1,200.0,1,False,False,1,4.0,True,False,False,True,False,False,False,False,False
2022-06-03,2,780.0,1,False,True,0,2.0,True,False,False,False,False,True,False,False,False
2022-05-12,3,1850.0,3,True,False,6,11.0,True,False,False,False,False,False,False,False,False
2022-06-18,2,700.0,2,False,False,0,2.0,False,True,True,False,False,False,False,True,False
2022-05-12,2,450.0,1,True,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-06-21,1,450.0,1,True,False,1,2.0,True,False,False,False,False,False,False,True,False
2022-05-24,2,1200.0,2,False,True,2,2.0,False,True,False,False,True,False,False,False,False
2022-05-14,3,800.0,2,False,True,2,4.0,True,False,False,True,False,False,False,False,False
2022-05-10,2,770.0,2,False,False,8,32.0,False,True,False,False,False,False,False,True,False
2022-06-14,2,750.0,2,True,False,2,9.0,True,False,False,False,False,False,True,True,False
2022-07-03,2,1100.0,2,False,True,0,3.0,True,False,False,False,True,False,False,True,False
2022-06-07,1,640.0,1,False,False,6,7.0,False,True,False,False,False,False,True,True,False
2022-06-08,2,800.0,1,False,True,0,2.0,True,False,False,False,False,True,False,False,False
2022-06-18,2,780.0,2,True,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-06-12,2,800.0,2,False,True,6,7.0,True,False,False,False,False,False,True,True,False
2022-05-23,2,1200.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False
2022-06-29,2,750.0,2,False,True,0,1.0,False,True,True,False,False,False,False,True,False
2022-06-05,3,1062.0,2,True,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-05-16,2,1230.0,2,False,False,1,6.0,False,True,False,False,True,False,False,True,False
2022-06-18,2,1100.0,2,False,True,3,5.0,False,True,False,False,True,False,False,True,False
2022-05-03,1,400.0,1,True,False,2,2.0,False,True,False,True,False,False,False,True,False
2022-05-23,4,2600.0,4,True,False,2,2.0,True,False,False,True,False,False,False,True,False
2022-05-18,1,850.0,1,False,True,1,3.0,True,False,False,False,False,True,False,False,False
2022-05-06,2,890.0,2,False,True,4,4.0,True,False,False,False,False,False,True,True,False
2022-05-23,1,144.0,1,True,False,0,1.0,False,True,False,False,False,False,False,True,False
2022-04-27,2,600.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False
2022-06-20,3,1500.0,3,True,False,14,20.0,True,False,False,False,False,False,False,False,False
2022-06-08,3,1500.0,2,False,True,2,3.0,True,False,False,False,True,False,False,True,False
2022-07-08,3,1190.0,3,True,False,5,12.0,True,False,False,False,False,False,True,True,False
2022-04-30,1,50.0,1,False,True,4,5.0,False,True,False,False,True,False,False,True,False
2022-05-05,2,1000.0,2,True,False,2,3.0,False,True,True,False,False,False,False,False,True
2022-06-16,3,1300.0,3,True,False,12,24.0,True,False,False,False,False,False,True,False,True
2022-06-02,2,1000.0,2,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-05-05,2,70.0,2,True,False,1,4.0,False,True,False,True,False,False,False,True,False
2022-05-23,2,1000.0,2,True,False,2,4.0,False,True,False,True,False,False,False,False,False
2022-05-20,3,2000.0,5,False,True,1,1.0,False,True,False,False,True,False,False,True,False
2022-06-23,3,1330.0,4,True,False,32,59.0,True,False,False,False,False,False,True,False,True
2022-06-02,3,450.0,2,True,False,2,2.0,True,False,False,True,False,False,False,False,False
2022-05-23,4,300.0,4,False,True,1,3.0,False,True,False,True,False,False,False,True,False
2022-06-27,1,625.0,1,True,False,10,12.0,False,True,False,False,False,False,True,True,False
2022-05-12,4,100.0,2,False,True,1,3.0,False,True,False,False,True,False,False,True,False
2022-06-08,3,170.0,2,False,True,4,4.0,True,False,False,True,False,False,False,True,False
2022-05-06,3,1800.0,3,False,False,1,3.0,False,True,False,False,True,False,False,True,False
2022-07-06,3,1500.0,3,False,True,7,12.0,True,False,False,False,False,False,True,False,True
2022-06-22,1,700.0,1,False,True,0,3.0,True,False,False,False,True,False,False,True,False
2022-05-06,2,800.0,2,False,True,4,5.0,False,True,False,False,True,False,False,True,False
2022-07-07,3,937.0,2,False,False,16,27.0,True,False,False,False,False,False,True,False,True
2022-07-08,2,700.0,2,True,False,0,2.0,False,True,True,False,False,False,False,True,False
2022-07-07,2,935.0,2,True,False,2,4.0,False,True,False,False,False,False,True,True,False
2022-05-14,1,65.0,1,False,True,3,4.0,False,True,False,True,False,False,False,True,False
2022-06-23,1,300.0,2,False,True,0,7.0,False,True,False,False,False,False,True,True,False
2022-05-14,1,500.0,1,True,False,0,3.0,True,False,False,False,False,True,False,True,False
2022-06-04,2,800.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-06-30,2,1200.0,1,False,False,1,5.0,True,False,False,False,False,False,False,False,False
2022-05-10,3,806.0,2,True,False,2,4.0,False,True,False,False,False,False,True,True,False
2022-06-04,4,2600.0,4,False,True,-2,20.0,True,False,False,False,False,False,True,False,True
2022-06-08,2,800.0,1,False,False,2,5.0,False,True,False,True,False,False,False,True,False
2022-05-19,4,1900.0,3,False,True,3,5.0,False,True,False,False,False,False,False,True,False
2022-05-06,1,120.0,1,False,True,0,3.0,False,True,False,False,False,True,False,True,False
2022-06-24,2,550.0,2,True,False,1,4.0,True,False,False,True,False,False,False,False,False
2022-06-23,1,70.0,1,False,True,2,3.0,False,True,False,True,False,False,False,True,False
2022-06-29,1,450.0,1,False,True,2,6.0,False,True,False,False,True,False,False,True,False
2022-07-09,3,1500.0,4,False,True,17,42.0,True,False,False,False,False,False,True,True,False
2022-05-25,2,1000.0,2,True,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-07-09,4,2080.0,5,True,False,34,46.0,True,False,False,False,False,False,True,True,False
2022-07-01,2,850.0,2,True,False,4,7.0,True,False,False,False,False,False,True,False,False
2022-06-11,2,985.0,2,False,True,3,17.0,False,True,True,False,False,False,False,True,False
2022-06-18,1,500.0,1,False,True,4,4.0,False,True,False,False,True,False,False,True,False
2022-05-12,2,1200.0,3,False,True,5,6.0,False,True,False,False,True,False,False,True,False
2022-05-23,3,1050.0,2,False,False,3,4.0,True,False,False,True,False,False,False,True,False
2022-05-18,2,1000.0,2,True,False,17,31.0,True,False,True,False,False,False,False,False,False
2022-05-23,1,400.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False
2022-07-06,3,1940.0,3,True,False,1,5.0,True,False,False,False,True,False,False,False,False
2022-07-04,2,1200.0,2,True,False,2,5.0,False,True,False,False,False,False,False,True,False
2022-06-16,3,1080.0,3,False,True,5,8.0,True,False,False,False,False,False,True,True,False
2022-06-18,2,750.0,2,True,False,0,3.0,False,True,True,False,False,False,False,False,False
2022-05-26,1,450.0,1,False,True,4,8.0,True,False,False,False,False,False,True,True,False
2022-05-25,2,1100.0,2,False,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-05-29,2,900.0,2,True,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-06-23,1,445.0,1,True,False,1,3.0,True,False,False,False,False,False,False,True,False
2022-05-26,1,300.0,1,False,True,1,2.0,True,False,False,False,False,False,False,False,False
2022-05-19,2,900.0,2,True,False,4,5.0,False,True,False,True,False,False,False,True,False
2022-04-29,2,705.0,2,True,False,1,3.0,True,False,True,False,False,False,False,True,False
2022-06-18,3,2000.0,3,True,False,1,3.0,False,True,False,True,False,False,False,False,False
2022-07-09,3,2750.0,3,False,True,53,60.0,True,False,False,False,False,False,True,True,False
2022-06-05,1,270.0,1,False,True,14,23.0,False,True,False,False,False,False,True,True,False
2022-07-09,2,840.0,2,False,True,2,4.0,False,True,False,False,True,False,False,True,False
2022-07-02,1,450.0,1,True,False,2,3.0,True,False,False,False,True,False,False,False,False
2022-07-06,4,4341.0,4,True,False,9,15.0,True,False,False,False,False,False,False,True,False
2022-05-19,2,1180.0,2,True,False,0,5.0,False,True,False,False,False,False,False,False,True
2022-06-20,3,1600.0,2,True,False,2,4.0,True,False,False,False,False,False,False,False,True
2022-05-26,2,1000.0,2,False,False,2,2.0,False,True,True,False,False,False,False,True,False
2022-07-06,3,1900.0,3,True,False,1,2.0,True,False,False,False,True,False,False,True,False
2022-07-08,2,500.0,2,True,False,2,3.0,True,False,False,False,False,False,False,True,False
2022-05-20,2,175.0,2,True,False,1,3.0,False,True,False,False,True,False,False,True,False
2022-04-30,2,700.0,2,True,False,1,4.0,True,False,True,False,False,False,False,False,False
2022-05-21,1,750.0,1,False,True,1,2.0,False,True,False,False,True,False,False,True,False
2022-04-30,4,1000.0,2,True,False,1,3.0,False,True,False,False,True,False,False,True,False
2022-07-07,1,420.0,2,True,False,5,7.0,True,False,False,False,False,False,True,False,True
2022-07-06,3,2500.0,3,True,False,47,89.0,True,False,False,False,False,False,True,False,False
2022-06-22,3,1200.0,3,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-06-24,1,100.0,1,True,False,3,3.0,True,False,False,False,True,False,False,True,False
2022-06-06,2,900.0,2,False,True,0,1.0,True,False,False,False,False,False,False,True,False
2022-07-06,2,1800.0,2,True,False,0,1.0,False,True,False,False,True,False,False,True,False
2022-06-14,2,1080.0,1,True,False,1,2.0,True,False,False,False,False,False,False,False,False
2022-04-29,3,1000.0,2,False,True,1,24.0,False,True,False,True,False,False,False,True,False
2022-07-06,3,985.0,3,False,True,-1,18.0,True,False,False,False,False,False,True,False,True
2022-07-04,1,600.0,1,True,False,3,5.0,True,False,False,False,False,False,False,True,False
2022-05-12,2,1200.0,2,True,False,2,3.0,False,True,False,False,True,False,False,True,False
2022-05-26,2,582.0,2,False,False,5,8.0,True,False,False,False,False,False,True,False,True
2022-05-31,2,700.0,2,False,True,1,2.0,True,False,True,False,False,False,False,False,False
2022-07-06,1,600.0,1,True,False,1,4.0,True,False,False,False,True,False,False,True,False
2022-07-06,3,2080.0,3,True,False,2,5.0,True,False,False,False,False,False,False,False,True
2022-05-15,2,900.0,2,True,False,5,7.0,False,True,True,False,False,False,False,True,False
2022-06-04,3,1600.0,3,True,False,19,25.0,False,True,False,False,False,False,True,True,False
2022-07-10,1,500.0,1,True,False,2,5.0,True,False,False,False,True,False,False,False,False
2022-07-07,1,400.0,1,False,True,3,7.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,600.0,1,False,True,0,2.0,False,True,False,False,False,True,False,False,False
2022-06-13,2,850.0,2,False,True,0,1.0,True,False,True,False,False,False,False,False,True
2022-05-31,2,1000.0,2,True,False,0,3.0,False,True,False,False,False,False,False,True,False
2022-05-12,1,400.0,1,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-05-12,2,1200.0,2,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-04-30,1,250.0,1,True,False,1,1.0,True,False,False,True,False,False,False,True,False
2022-05-23,3,1660.0,2,True,False,1,3.0,True,False,False,False,False,False,False,True,False
2022-05-15,3,1200.0,3,False,True,1,4.0,True,False,False,False,False,False,False,False,False
2022-07-07,2,640.0,2,True,False,21,21.0,True,False,False,False,False,False,True,False,True
2022-06-27,2,710.0,2,True,False,10,22.0,True,False,False,False,False,False,True,True,False
2022-06-25,3,1002.0,2,False,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-07-06,3,1520.0,4,True,False,23,25.0,True,False,False,False,False,False,False,True,False
2022-05-14,4,1460.0,4,True,False,11,13.0,True,False,False,False,False,False,True,True,False
2022-06-20,2,640.0,2,False,True,6,20.0,True,False,False,False,False,False,True,True,False
2022-05-23,1,500.0,1,False,False,4,9.0,True,False,False,False,False,False,True,False,False
2022-06-10,1,350.0,1,False,False,2,17.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,650.0,2,False,True,6,7.0,True,False,False,False,False,False,True,False,True
2022-06-27,3,1200.0,3,False,False,6,15.0,True,False,False,False,False,False,True,True,False
2022-06-16,2,650.0,2,False,True,5,7.0,True,False,False,False,False,False,True,False,True
2022-05-12,2,647.0,1,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-05-10,2,900.0,2,False,False,2,4.0,False,True,False,True,False,False,False,True,False
2022-07-06,3,2600.0,3,True,False,2,5.0,True,False,False,False,True,False,False,True,False
2022-07-06,2,720.0,2,True,False,4,4.0,True,False,False,False,False,True,False,True,False
2022-05-23,2,700.0,1,True,False,0,4.0,False,True,False,False,False,False,False,True,False
2022-06-06,2,1100.0,2,False,True,0,3.0,False,True,True,False,False,False,False,True,False
2022-07-05,1,650.0,1,True,False,3,3.0,False,True,False,False,True,False,False,True,False
2022-07-09,2,777.0,2,False,False,17,22.0,True,False,False,False,False,False,True,True,False
2022-06-11,2,700.0,2,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-06-25,2,760.0,2,False,True,1,2.0,False,True,False,False,True,False,False,False,True
2022-06-16,1,478.0,2,True,False,4,11.0,True,False,False,False,False,False,True,True,False
2022-07-06,3,1233.0,4,True,False,35,68.0,True,False,False,False,False,False,True,True,False
2022-04-24,2,750.0,2,True,False,2,4.0,True,False,False,False,False,True,False,True,False
2022-06-14,1,350.0,1,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-05-23,2,840.0,1,True,False,1,3.0,False,True,False,False,False,False,False,True,False
2022-07-06,2,2000.0,2,False,True,0,3.0,False,True,False,False,True,False,False,True,False
2022-05-12,3,1200.0,3,False,True,2,2.0,False,True,False,False,False,False,False,True,False
2022-07-01,2,380.0,2,False,True,1,1.0,False,True,False,True,False,False,False,True,False
2022-05-29,1,750.0,1,True,False,0,2.0,False,True,True,False,False,False,False,True,False
2022-07-06,2,1099.0,2,True,False,2,2.0,False,True,True,False,False,False,False,False,True
2022-06-20,2,500.0,1,False,True,4,5.0,True,False,False,False,False,True,False,False,False
2022-05-12,1,400.0,1,False,True,1,3.0,False,True,True,False,False,False,False,True,False
2022-05-19,2,800.0,2,True,False,1,6.0,False,True,False,False,False,False,False,True,False
2022-05-05,2,500.0,1,False,True,2,3.0,False,True,False,True,False,False,False,True,False
2022-07-08,2,1050.0,3,False,True,3,4.0,False,True,False,False,True,False,False,True,False
2022-05-26,2,630.0,2,False,True,4,22.0,True,False,False,False,False,False,True,False,True
2022-06-27,2,850.0,1,True,False,1,2.0,True,False,False,False,False,False,False,False,False
2022-05-14,2,750.0,2,True,False,5,8.0,True,False,False,False,False,False,True,False,True
2022-06-16,3,1325.0,4,False,False,15,36.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,450.0,1,True,False,4,4.0,False,True,False,True,False,False,False,True,False
2022-05-03,2,1200.0,2,True,False,5,5.0,True,False,False,False,True,False,False,False,False
2022-05-19,2,1387.0,3,True,False,0,4.0,False,True,False,False,False,False,False,True,False
2022-05-23,2,2700.0,2,False,False,1,3.0,False,True,False,True,False,False,False,True,False
2022-05-31,5,3250.0,5,False,True,12,18.0,True,False,False,False,False,False,True,False,True
2022-06-28,2,2000.0,2,True,False,1,2.0,True,False,True,False,False,False,False,True,False
2022-05-19,2,300.0,1,False,True,0,1.0,True,False,False,False,False,True,False,False,False
2022-06-28,2,785.0,2,False,True,2,7.0,True,False,False,False,False,False,True,False,False
2022-06-22,2,694.0,2,True,False,1,7.0,True,False,False,False,False,False,True,True,False
2022-06-08,3,1465.0,3,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-05-12,2,890.0,2,False,True,1,2.0,True,False,True,False,False,False,False,False,False
2022-05-23,2,500.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False
2022-04-29,1,520.0,1,True,False,3,4.0,True,False,False,True,False,False,False,True,False
2022-07-06,1,450.0,1,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-07-07,3,1500.0,3,True,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-07-06,3,2400.0,3,False,False,2,2.0,True,False,True,False,False,False,False,True,False
2022-06-23,3,1350.0,3,True,False,5,14.0,True,False,False,False,False,False,False,False,False
2022-06-04,1,600.0,1,False,True,1,1.0,False,True,False,False,False,False,False,True,False
2022-07-02,3,1100.0,2,True,False,1,1.0,False,True,False,False,False,True,False,False,True
2022-05-23,2,600.0,1,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-06-08,1,450.0,1,False,True,3,4.0,False,True,False,True,False,False,False,False,False
2022-04-29,4,3250.0,5,True,False,12,17.0,True,False,False,False,True,False,False,True,False
2022-05-27,2,850.0,2,True,False,0,4.0,False,True,False,False,False,False,False,True,False
2022-05-05,1,150.0,1,False,True,1,2.0,True,False,False,False,False,True,False,True,False
2022-06-03,2,1000.0,2,True,False,2,2.0,True,False,False,False,False,False,False,True,False
2022-05-26,2,785.0,2,False,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-04-30,2,600.0,2,False,True,2,3.0,True,False,True,False,False,False,False,True,False
2022-06-24,2,1150.0,2,True,False,3,4.0,True,False,False,False,False,False,False,False,True
2022-07-04,1,500.0,1,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-07-07,2,600.0,2,False,True,2,5.0,True,False,False,False,False,False,True,True,False
2022-06-15,1,300.0,1,False,True,0,4.0,True,False,False,False,False,True,False,True,False
2022-05-23,2,900.0,1,True,False,3,4.0,False,True,False,False,False,False,False,True,False
2022-05-31,2,1100.0,2,True,False,2,5.0,False,True,False,False,False,False,False,True,False
2022-05-23,2,1200.0,2,False,True,0,2.0,False,True,False,False,False,False,False,True,False
2022-06-14,4,3800.0,5,True,False,1,4.0,True,False,False,True,False,False,False,True,False
2022-05-07,1,550.0,1,False,True,-2,2.0,True,False,False,False,True,False,False,True,False
2022-06-02,2,700.0,2,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-06-08,5,960.0,2,False,True,0,1.0,False,True,False,False,False,True,False,True,False
2022-07-07,2,600.0,2,False,True,1,5.0,True,False,False,False,False,False,True,True,False
2022-06-25,2,800.0,1,False,False,4,4.0,False,True,False,False,False,True,False,True,False
2022-07-06,2,800.0,2,False,True,2,3.0,False,True,True,False,False,False,False,True,False
2022-07-07,2,2200.0,3,False,True,1,4.0,True,False,False,True,False,False,False,False,False
2022-06-25,1,350.0,1,True,False,1,2.0,True,False,False,False,False,True,False,True,False
2022-05-30,3,120.0,2,False,False,2,5.0,False,True,False,False,False,True,False,True,False
2022-07-02,2,400.0,1,False,True,0,1.0,True,False,False,False,False,True,False,True,False
2022-06-04,2,1650.0,3,False,True,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-21,1,310.0,1,False,True,0,7.0,True,False,False,False,False,False,True,False,False
2022-06-04,2,700.0,1,True,False,0,2.0,False,True,False,False,False,True,False,True,False
2022-06-16,1,500.0,1,False,True,3,4.0,True,False,False,True,False,False,False,True,False
2022-07-09,2,751.0,2,True,False,3,30.0,True,False,False,False,False,False,True,False,True
2022-06-24,1,850.0,2,False,True,3,3.0,False,True,False,False,True,False,False,True,False
2022-06-08,1,600.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False
2022-05-18,2,1800.0,2,False,False,1,1.0,False,True,False,False,True,False,False,True,False
2022-06-21,2,700.0,2,True,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-04-30,2,800.0,2,False,True,5,7.0,False,True,False,False,True,False,False,True,False
2022-05-12,2,1100.0,2,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-07-05,3,1700.0,3,True,False,3,4.0,True,False,False,True,False,False,False,False,False
2022-05-23,2,1200.0,2,False,True,0,5.0,False,True,False,False,False,False,False,True,False
2022-06-07,2,1145.0,2,True,False,4,4.0,False,True,True,False,False,False,False,False,False
2022-06-28,1,350.0,2,False,True,10,24.0,True,False,False,False,False,False,True,False,False
2022-05-20,3,1000.0,1,True,False,0,3.0,False,True,True,False,False,False,False,True,False
2022-06-04,3,1261.0,3,True,False,3,4.0,True,False,True,False,False,False,False,True,False
2022-05-28,1,630.0,1,True,False,1,1.0,True,False,True,False,False,False,False,False,False
2022-07-06,2,1000.0,2,True,False,0,1.0,True,False,False,False,True,False,False,False,True
2022-06-29,3,2100.0,3,True,False,10,20.0,False,True,False,False,True,False,False,True,False
2022-05-17,4,1755.0,4,False,True,9,19.0,True,False,False,False,False,False,True,False,True
2022-06-16,3,1450.0,2,False,False,0,4.0,True,False,False,True,False,False,False,False,False
2022-06-16,2,900.0,2,False,True,0,4.0,True,False,False,True,False,False,False,True,False
2022-06-23,2,1000.0,2,True,False,0,4.0,True,False,False,False,False,False,False,False,True
2022-05-27,2,100.0,2,False,True,0,3.0,False,True,False,True,False,False,False,True,False
2022-04-29,2,1400.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-06-24,4,1200.0,2,False,False,5,10.0,False,True,False,False,False,True,False,True,False
2022-06-08,1,600.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-15,2,800.0,1,False,True,1,4.0,False,True,False,False,False,False,False,True,False
2022-06-14,2,60.0,2,False,True,1,6.0,False,True,False,False,True,False,False,True,False
2022-06-27,3,1100.0,3,False,False,7,10.0,True,False,False,False,False,False,True,True,False
2022-05-12,5,1880.0,2,False,True,2,2.0,True,False,False,False,False,True,False,False,False
2022-05-29,3,850.0,3,True,False,1,1.0,True,False,False,False,False,True,False,True,False
2022-05-05,2,1000.0,2,False,True,0,2.0,False,True,False,True,False,False,False,True,False
2022-07-08,2,1200.0,2,False,True,0,4.0,False,True,True,False,False,False,False,True,False
2022-06-27,2,650.0,2,False,True,0,3.0,True,False,False,False,False,False,False,True,False
2022-06-25,3,1557.0,3,True,False,1,5.0,False,True,True,False,False,False,False,True,False
2022-05-29,2,1000.0,2,True,False,3,5.0,False,True,True,False,False,False,False,True,False
2022-05-10,2,75.0,2,False,True,4,5.0,False,True,False,True,False,False,False,True,False
2022-05-09,2,700.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False
2022-05-27,3,2200.0,3,True,False,2,4.0,True,False,False,False,False,False,False,False,False
2022-06-23,4,1545.0,5,True,False,65,78.0,True,False,False,False,False,False,True,False,True
2022-07-04,2,450.0,1,False,True,0,2.0,False,True,False,True,False,False,False,True,False
2022-06-03,1,300.0,1,False,False,3,3.0,False,True,False,True,False,False,False,True,False
2022-06-07,1,350.0,1,False,True,1,1.0,True,False,False,False,False,True,False,False,False
2022-06-28,6,4500.0,5,True,False,0,1.0,True,False,True,False,False,False,False,False,False
2022-06-23,1,200.0,1,False,False,2,2.0,False,True,False,False,False,True,False,True,False
2022-05-16,1,500.0,1,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-06-15,2,84.0,2,True,False,2,4.0,True,False,False,True,False,False,False,False,False
2022-07-07,2,550.0,2,False,True,0,2.0,False,True,False,False,False,False,False,True,False
2022-06-03,3,1350.0,2,True,False,3,4.0,True,False,False,False,True,False,False,True,False
2022-05-31,1,800.0,1,False,True,3,4.0,False,True,False,False,False,False,False,True,False
2022-07-06,3,1800.0,2,False,True,0,2.0,False,True,True,False,False,False,False,False,False
2022-07-09,2,950.0,2,True,False,2,45.0,True,False,False,False,False,False,True,True,False
2022-05-25,1,680.0,1,False,True,0,3.0,True,False,False,False,True,False,False,True,False
2022-04-29,1,700.0,1,False,True,1,3.0,True,False,False,False,True,False,False,False,False
2022-06-08,2,480.0,1,True,False,1,4.0,False,True,False,True,False,False,False,True,False
2022-07-06,2,160.0,2,False,True,0,2.0,False,True,False,False,True,False,False,True,False
2022-06-17,1,500.0,1,False,True,5,5.0,False,False,False,False,True,False,False,True,False
2022-05-23,2,600.0,2,True,False,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-20,2,500.0,2,True,False,1,3.0,False,True,False,True,False,False,False,True,False
2022-05-23,2,1700.0,2,True,False,0,3.0,False,True,False,False,False,False,False,True,False
2022-06-23,1,500.0,1,False,False,9,10.0,True,False,False,False,False,False,True,True,False
2022-06-28,2,800.0,2,True,False,6,8.0,True,False,False,False,False,False,True,True,False
2022-05-20,2,1050.0,2,False,True,0,3.0,False,True,False,False,True,False,False,True,False
2022-05-08,1,300.0,1,False,True,3,4.0,True,False,False,False,False,False,True,False,False
2022-06-23,3,1100.0,3,False,True,15,28.0,True,False,False,False,False,False,True,True,False
2022-06-08,1,800.0,1,False,True,1,2.0,False,True,False,False,True,False,False,True,False
2022-04-29,3,1100.0,2,True,False,0,2.0,False,True,False,False,False,True,False,True,False
2022-06-07,3,1360.0,2,True,False,5,9.0,False,True,False,False,False,False,False,True,False
2022-06-21,2,800.0,1,False,True,0,1.0,False,True,False,False,False,True,False,False,False
2022-05-12,1,300.0,1,False,True,1,3.0,False,True,False,False,True,False,False,True,False
2022-06-13,1,1000.0,1,True,False,0,1.0,False,True,False,False,False,True,False,True,False
2022-07-02,3,1956.0,3,True,False,1,9.0,False,True,False,False,True,False,False,False,False
2022-06-17,2,530.0,1,True,False,2,3.0,False,True,True,False,False,False,False,True,False
2022-07-05,2,1100.0,2,True,False,2,2.0,False,True,False,False,True,False,False,True,False
2022-06-27,1,400.0,1,False,True,0,1.0,False,True,False,False,False,True,False,True,False
2022-05-19,2,900.0,2,True,False,0,2.0,False,True,False,False,False,False,False,True,False
2022-05-07,2,700.0,2,True,False,0,2.0,True,False,False,False,False,True,False,True,False
2022-05-19,2,720.0,2,True,False,12,22.0,True,False,False,False,False,False,True,True,False
2022-05-19,2,1200.0,3,False,False,7,12.0,True,False,False,False,False,False,True,True,False
2022-06-16,3,2400.0,3,True,False,3,4.0,True,False,False,True,False,False,False,False,False
2022-05-18,3,1250.0,2,False,True,2,4.0,True,False,False,True,False,False,False,False,False
2022-05-22,2,1300.0,2,False,True,2,3.0,False,True,False,True,False,False,False,False,False
2022-07-07,1,420.0,2,True,False,1,3.0,True,False,False,False,False,False,True,False,True
2022-05-03,2,700.0,1,False,True,0,2.0,False,True,False,False,False,True,False,False,False
2022-05-05,1,500.0,1,False,True,1,4.0,False,True,False,False,False,False,False,True,False
2022-05-09,2,1000.0,2,True,False,2,2.0,False,True,False,False,True,False,False,True,False
2022-06-23,1,650.0,1,False,True,1,2.0,False,True,True,False,False,False,False,True,False
2022-05-26,4,2700.0,4,True,False,2,4.0,True,False,False,True,False,False,False,False,False
2022-05-23,3,1120.0,2,False,True,2,3.0,False,True,False,True,False,False,False,True,False
2022-07-07,1,300.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False
2022-05-28,3,1550.0,3,True,False,1,3.0,True,False,False,True,False,False,False,False,False
2022-05-16,2,900.0,2,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-05-06,2,960.0,2,False,True,1,2.0,False,True,True,False,False,False,False,True,False
2022-05-29,2,940.0,2,False,True,10,19.0,False,True,True,False,False,False,False,True,False
2022-05-14,3,2000.0,3,True,False,1,1.0,False,True,False,False,False,False,False,True,False
2022-05-31,2,800.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False
2022-05-23,2,750.0,1,True,False,1,2.0,True,False,False,False,False,True,False,True,False
2022-05-12,1,350.0,1,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-06-14,1,500.0,1,True,False,0,3.0,False,True,True,False,False,False,False,True,False
2022-06-16,2,950.0,2,False,True,0,1.0,True,False,False,False,False,True,False,True,False
2022-05-12,2,1450.0,2,True,False,2,4.0,False,True,False,False,True,False,False,True,False
2022-05-14,1,400.0,1,False,True,3,4.0,False,True,False,False,False,False,False,True,False
